name,cpu_percent,mem_usage,mem_limit,mem_percent
1735061153,teasers,10.62,105.2MiB,7.654GiB,1.34
1735061153,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061153,discovery,1.12,28.44MiB,7.654GiB,0.36
1735061155,monolith,106.36,3.951GiB,4GiB,98.78
1735061155,recommendations,9.77,95.72MiB,7.654GiB,1.22
1735061155,teasers,13.32,105.1MiB,7.654GiB,1.34
1735061155,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061155,discovery,0.93,28.55MiB,7.654GiB,0.36
1735061157,monolith,108.46,3.952GiB,4GiB,98.80
1735061157,recommendations,15.20,95.73MiB,7.654GiB,1.22
1735061157,teasers,8.05,105.2MiB,7.654GiB,1.34
1735061157,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061157,discovery,0.68,28.65MiB,7.654GiB,0.37
1735061159,monolith,107.49,3.952GiB,4GiB,98.79
1735061159,recommendations,7.66,95.79MiB,7.654GiB,1.22
1735061159,teasers,11.32,105.2MiB,7.654GiB,1.34
1735061159,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061159,discovery,1.04,28.76MiB,7.654GiB,0.37
1735061161,monolith,106.96,3.952GiB,4GiB,98.80
1735061161,recommendations,8.08,96.03MiB,7.654GiB,1.23
1735061161,teasers,6.96,105.2MiB,7.654GiB,1.34
1735061161,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061161,discovery,0.68,28.89MiB,7.654GiB,0.37
1735061163,monolith,118.89,3.952GiB,4GiB,98.81
1735061163,recommendations,9.86,95.76MiB,7.654GiB,1.22
1735061163,teasers,9.26,105.2MiB,7.654GiB,1.34
1735061163,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061163,discovery,1.26,28.18MiB,7.654GiB,0.36
1735061165,monolith,108.55,3.953GiB,4GiB,98.82
1735061165,recommendations,15.98,95.75MiB,7.654GiB,1.22
1735061165,teasers,22.69,105.5MiB,7.654GiB,1.35
1735061165,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061165,discovery,1.03,28.3MiB,7.654GiB,0.36
1735061167,monolith,109.73,3.953GiB,4GiB,98.83
1735061167,recommendations,10.24,97.49MiB,7.654GiB,1.24
1735061167,teasers,11.63,105.3MiB,7.654GiB,1.34
1735061167,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061167,discovery,1.52,28.41MiB,7.654GiB,0.36
1735061169,monolith,154.57,3.965GiB,4GiB,99.13
1735061169,recommendations,13.85,96.04MiB,7.654GiB,1.23
1735061169,teasers,14.75,105.4MiB,7.654GiB,1.34
1735061169,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061169,discovery,1.12,28.77MiB,7.654GiB,0.37
1735061171,monolith,109.92,3.965GiB,4GiB,99.13
1735061171,recommendations,20.01,96.27MiB,7.654GiB,1.23
1735061171,teasers,20.94,105.3MiB,7.654GiB,1.34
1735061171,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061171,discovery,0.95,28.63MiB,7.654GiB,0.37
1735061173,monolith,109.02,3.965GiB,4GiB,99.13
1735061173,recommendations,6.61,96MiB,7.654GiB,1.22
1735061173,teasers,9.61,105.6MiB,7.654GiB,1.35
1735061173,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061173,discovery,0.79,28.73MiB,7.654GiB,0.37
1735061175,monolith,106.37,3.999GiB,4GiB,99.97
1735061175,recommendations,14.04,96.1MiB,7.654GiB,1.23
1735061175,teasers,11.79,105.3MiB,7.654GiB,1.34
1735061175,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061175,discovery,0.91,28.83MiB,7.654GiB,0.37
1735061177,monolith,107.24,3.997GiB,4GiB,99.93
1735061177,recommendations,10.61,96.06MiB,7.654GiB,1.23
1735061177,teasers,9.38,105.4MiB,7.654GiB,1.34
1735061177,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061177,discovery,0.78,28.89MiB,7.654GiB,0.37
1735061179,monolith,105.45,3.95GiB,4GiB,98.76
1735061179,recommendations,8.79,96.06MiB,7.654GiB,1.23
1735061179,teasers,7.89,105.7MiB,7.654GiB,1.35
1735061179,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061179,discovery,0.93,28.15MiB,7.654GiB,0.36
1735061181,monolith,105.94,3.986GiB,4GiB,99.65
1735061181,recommendations,8.76,96.27MiB,7.654GiB,1.23
1735061181,teasers,14.02,105.2MiB,7.654GiB,1.34
1735061181,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061181,discovery,0.80,28.2MiB,7.654GiB,0.36
1735061183,monolith,105.94,3.985GiB,4GiB,99.63
1735061183,recommendations,6.99,96.12MiB,7.654GiB,1.23
1735061183,teasers,7.47,105.4MiB,7.654GiB,1.34
1735061183,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061183,discovery,0.98,28.29MiB,7.654GiB,0.36
1735061185,monolith,132.85,3.998GiB,4GiB,99.96
1735061185,recommendations,15.65,96.11MiB,7.654GiB,1.23
1735061185,teasers,9.69,105.4MiB,7.654GiB,1.35
1735061185,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061185,discovery,0.94,28.83MiB,7.654GiB,0.37
1735061187,monolith,105.87,3.997GiB,4GiB,99.92
1735061187,recommendations,8.53,96.16MiB,7.654GiB,1.23
1735061187,teasers,14.63,105.4MiB,7.654GiB,1.34
1735061187,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061187,discovery,0.81,28.39MiB,7.654GiB,0.36
1735061189,monolith,106.72,3.997GiB,4GiB,99.92
1735061189,recommendations,12.06,96.96MiB,7.654GiB,1.24
1735061189,teasers,9.17,105.3MiB,7.654GiB,1.34
1735061189,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061189,discovery,0.89,28.49MiB,7.654GiB,0.36
1735061191,monolith,107.56,3.999GiB,4GiB,99.98
1735061191,recommendations,9.29,96.33MiB,7.654GiB,1.23
1735061191,teasers,9.72,105.7MiB,7.654GiB,1.35
1735061191,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061191,discovery,0.88,28.52MiB,7.654GiB,0.36
1735061193,monolith,113.52,3.998GiB,4GiB,99.95
1735061193,recommendations,24.06,96.07MiB,7.654GiB,1.23
1735061193,teasers,17.85,105.5MiB,7.654GiB,1.35
1735061193,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061193,discovery,0.96,28.59MiB,7.654GiB,0.36
1735061196,monolith,138.90,3.999GiB,4GiB,99.99
1735061196,recommendations,12.95,96.14MiB,7.654GiB,1.23
1735061196,teasers,9.82,105.5MiB,7.654GiB,1.35
1735061196,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061196,discovery,0.94,28.68MiB,7.654GiB,0.37
1735061198,monolith,107.47,3.999GiB,4GiB,99.97
1735061198,recommendations,9.15,96.21MiB,7.654GiB,1.23
1735061198,teasers,16.82,105.4MiB,7.654GiB,1.35
1735061198,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061198,discovery,5.79,28.2MiB,7.654GiB,0.36
1735061200,monolith,111.41,3.999GiB,4GiB,99.97
1735061200,recommendations,21.69,96.21MiB,7.654GiB,1.23
1735061200,teasers,11.08,105.5MiB,7.654GiB,1.35
1735061200,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061200,discovery,1.05,28.25MiB,7.654GiB,0.36
1735061202,monolith,144.96,3.999GiB,4GiB,99.97
1735061202,recommendations,9.27,96.23MiB,7.654GiB,1.23
1735061202,teasers,9.76,105.7MiB,7.654GiB,1.35
1735061202,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061202,discovery,0.85,28.32MiB,7.654GiB,0.36
1735061204,monolith,107.02,3.997GiB,4GiB,99.93
1735061204,recommendations,7.03,96.19MiB,7.654GiB,1.23
1735061204,teasers,6.38,105.5MiB,7.654GiB,1.35
1735061204,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061204,discovery,0.84,28.39MiB,7.654GiB,0.36
1735061206,monolith,129.35,3.999GiB,4GiB,99.98
1735061206,recommendations,11.26,96.19MiB,7.654GiB,1.23
1735061206,teasers,11.58,105.5MiB,7.654GiB,1.35
1735061206,cdn,0.11,17.88MiB,7.654GiB,0.23
1735061206,discovery,1.04,28.49MiB,7.654GiB,0.36
1735061208,monolith,106.55,3.999GiB,4GiB,99.97
1735061208,recommendations,8.47,96.22MiB,7.654GiB,1.23
1735061208,teasers,9.71,105.7MiB,7.654GiB,1.35
1735061208,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061208,discovery,0.77,28.54MiB,7.654GiB,0.36
1735061210,monolith,108.56,3.999GiB,4GiB,99.98
1735061210,recommendations,8.79,96.21MiB,7.654GiB,1.23
1735061210,teasers,11.31,105.5MiB,7.654GiB,1.35
1735061210,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061210,discovery,0.91,28.57MiB,7.654GiB,0.36
1735061212,monolith,110.74,3.999GiB,4GiB,99.98
1735061212,recommendations,19.40,96.28MiB,7.654GiB,1.23
1735061212,teasers,9.81,105.5MiB,7.654GiB,1.35
1735061212,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061212,discovery,1.18,28.65MiB,7.654GiB,0.37
1735061214,monolith,137.96,3.996GiB,4GiB,99.90
1735061214,recommendations,21.57,96.28MiB,7.654GiB,1.23
1735061214,teasers,20.03,105.5MiB,7.654GiB,1.35
1735061214,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061214,discovery,1.14,28.74MiB,7.654GiB,0.37
1735061216,monolith,111.60,3.997GiB,4GiB,99.92
1735061216,recommendations,14.83,96.9MiB,7.654GiB,1.24
1735061216,teasers,11.84,105.8MiB,7.654GiB,1.35
1735061216,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061216,discovery,1.10,28.84MiB,7.654GiB,0.37
1735061218,monolith,108.95,3.997GiB,4GiB,99.93
1735061218,recommendations,7.73,96.3MiB,7.654GiB,1.23
1735061218,teasers,12.26,106MiB,7.654GiB,1.35
1735061218,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061218,discovery,1.04,28.9MiB,7.654GiB,0.37
1735061220,monolith,108.80,3.999GiB,4GiB,99.97
1735061220,recommendations,10.18,96.56MiB,7.654GiB,1.23
1735061220,teasers,7.58,105.6MiB,7.654GiB,1.35
1735061220,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061220,discovery,0.84,28.95MiB,7.654GiB,0.37
1735061222,monolith,107.58,3.998GiB,4GiB,99.96
1735061222,recommendations,10.23,96.31MiB,7.654GiB,1.23
1735061222,teasers,10.62,105.6MiB,7.654GiB,1.35
1735061222,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061222,discovery,1.04,28.19MiB,7.654GiB,0.36
1735061224,monolith,109.52,3.998GiB,4GiB,99.95
1735061224,recommendations,9.47,96.32MiB,7.654GiB,1.23
1735061224,teasers,7.52,105.6MiB,7.654GiB,1.35
1735061224,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061224,discovery,0.86,28.29MiB,7.654GiB,0.36
1735061226,monolith,107.41,3.999GiB,4GiB,99.97
1735061226,recommendations,14.00,96.38MiB,7.654GiB,1.23
1735061226,teasers,9.77,105.6MiB,7.654GiB,1.35
1735061226,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061226,discovery,0.98,28.44MiB,7.654GiB,0.36
1735061228,monolith,108.75,3.998GiB,4GiB,99.95
1735061228,recommendations,18.70,96.57MiB,7.654GiB,1.23
1735061228,teasers,10.02,106MiB,7.654GiB,1.35
1735061228,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061228,discovery,0.94,28.4MiB,7.654GiB,0.36
1735061230,monolith,137.22,3.998GiB,4GiB,99.95
1735061230,recommendations,13.13,96.42MiB,7.654GiB,1.23
1735061230,teasers,19.03,106MiB,7.654GiB,1.35
1735061230,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061230,discovery,1.23,28.48MiB,7.654GiB,0.36
1735061232,monolith,107.89,3.998GiB,4GiB,99.95
1735061232,recommendations,8.56,96.47MiB,7.654GiB,1.23
1735061232,teasers,10.03,106.3MiB,7.654GiB,1.36
1735061232,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061232,discovery,0.73,28.58MiB,7.654GiB,0.36
1735061234,monolith,107.63,3.997GiB,4GiB,99.92
1735061234,recommendations,10.35,96.45MiB,7.654GiB,1.23
1735061234,teasers,9.33,106.2MiB,7.654GiB,1.36
1735061234,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061234,discovery,0.67,28.68MiB,7.654GiB,0.37
1735061236,monolith,143.29,3.998GiB,4GiB,99.95
1735061236,recommendations,11.04,96.72MiB,7.654GiB,1.23
1735061236,teasers,7.62,106.1MiB,7.654GiB,1.35
1735061236,cdn,0.30,17.88MiB,7.654GiB,0.23
1735061236,discovery,0.99,28.79MiB,7.654GiB,0.37
1735061238,monolith,108.31,3.999GiB,4GiB,99.96
1735061238,recommendations,8.51,96.47MiB,7.654GiB,1.23
1735061238,teasers,12.67,106.2MiB,7.654GiB,1.35
1735061238,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061238,discovery,0.87,28.89MiB,7.654GiB,0.37
1735061240,monolith,123.93,3.999GiB,4GiB,99.98
1735061240,recommendations,8.48,96.48MiB,7.654GiB,1.23
1735061240,teasers,9.53,106.2MiB,7.654GiB,1.35
1735061240,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061240,discovery,0.86,28.29MiB,7.654GiB,0.36
1735061242,monolith,105.85,3.999GiB,4GiB,99.98
1735061242,recommendations,10.70,96.68MiB,7.654GiB,1.23
1735061242,teasers,6.73,106.3MiB,7.654GiB,1.36
1735061242,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061242,discovery,0.74,28.34MiB,7.654GiB,0.36
1735061244,monolith,128.77,3.999GiB,4GiB,99.97
1735061244,recommendations,7.78,96.45MiB,7.654GiB,1.23
1735061244,teasers,9.44,106.2MiB,7.654GiB,1.35
1735061244,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061244,discovery,1.04,28.42MiB,7.654GiB,0.36
1735061246,monolith,107.83,3.997GiB,4GiB,99.92
1735061246,recommendations,8.33,96.49MiB,7.654GiB,1.23
1735061246,teasers,13.22,106.2MiB,7.654GiB,1.35
1735061246,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061246,discovery,0.86,28.53MiB,7.654GiB,0.36
1735061248,monolith,106.83,3.998GiB,4GiB,99.96
1735061248,recommendations,8.85,96.42MiB,7.654GiB,1.23
1735061248,teasers,8.45,106.2MiB,7.654GiB,1.35
1735061248,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061248,discovery,0.76,28.66MiB,7.654GiB,0.37
1735061250,monolith,108.11,3.999GiB,4GiB,99.98
1735061250,recommendations,11.41,96.56MiB,7.654GiB,1.23
1735061250,teasers,11.04,106.2MiB,7.654GiB,1.36
1735061250,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061250,discovery,0.96,28.76MiB,7.654GiB,0.37
1735061252,monolith,106.32,3.999GiB,4GiB,99.98
1735061252,recommendations,8.80,96.44MiB,7.654GiB,1.23
1735061252,teasers,9.86,106.2MiB,7.654GiB,1.35
1735061252,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061252,discovery,0.74,28.84MiB,7.654GiB,0.37
1735061254,monolith,116.18,3.999GiB,4GiB,99.98
1735061254,recommendations,7.91,96.39MiB,7.654GiB,1.23
1735061254,teasers,7.06,107.4MiB,7.654GiB,1.37
1735061254,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061254,discovery,0.75,28.19MiB,7.654GiB,0.36
1735061256,monolith,106.09,3.999GiB,4GiB,99.99
1735061256,recommendations,10.84,96.43MiB,7.654GiB,1.23
1735061256,teasers,8.76,106.5MiB,7.654GiB,1.36
1735061256,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061256,discovery,0.74,28.42MiB,7.654GiB,0.36
1735061258,monolith,130.38,4GiB,4GiB,99.99
1735061258,recommendations,8.75,96.73MiB,7.654GiB,1.23
1735061258,teasers,8.24,106.2MiB,7.654GiB,1.35
1735061258,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061258,discovery,0.92,28.4MiB,7.654GiB,0.36
1735061260,monolith,106.74,3.997GiB,4GiB,99.92
1735061260,recommendations,8.97,97.25MiB,7.654GiB,1.24
1735061260,teasers,9.19,106.2MiB,7.654GiB,1.36
1735061260,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061260,discovery,0.80,28.5MiB,7.654GiB,0.36
1735061262,monolith,110.73,3.997GiB,4GiB,99.93
1735061262,recommendations,12.86,96.48MiB,7.654GiB,1.23
1735061262,teasers,9.67,106.3MiB,7.654GiB,1.36
1735061262,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061262,discovery,0.91,28.61MiB,7.654GiB,0.36
1735061264,monolith,154.56,3.999GiB,4GiB,99.99
1735061264,recommendations,9.13,96.48MiB,7.654GiB,1.23
1735061264,teasers,9.38,106.3MiB,7.654GiB,1.36
1735061264,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061264,discovery,0.99,29.21MiB,7.654GiB,0.37
1735061266,monolith,114.45,3.972GiB,4GiB,99.31
1735061266,recommendations,9.41,96.47MiB,7.654GiB,1.23
1735061266,teasers,6.76,106.3MiB,7.654GiB,1.36
1735061266,cdn,0.35,17.88MiB,7.654GiB,0.23
1735061266,discovery,0.99,28.82MiB,7.654GiB,0.37
1735061268,monolith,134.08,3.97GiB,4GiB,99.25
1735061268,recommendations,8.32,96.5MiB,7.654GiB,1.23
1735061268,teasers,17.85,106.2MiB,7.654GiB,1.36
1735061268,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061268,discovery,0.95,28.16MiB,7.654GiB,0.36
1735061270,monolith,106.48,3.97GiB,4GiB,99.26
1735061270,recommendations,14.71,96.55MiB,7.654GiB,1.23
1735061270,teasers,8.54,106.2MiB,7.654GiB,1.36
1735061270,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061270,discovery,0.89,28.27MiB,7.654GiB,0.36
1735061272,monolith,127.74,3.924GiB,4GiB,98.10
1735061272,recommendations,10.52,96.52MiB,7.654GiB,1.23
1735061272,teasers,12.47,106.3MiB,7.654GiB,1.36
1735061272,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061272,discovery,1.33,28.37MiB,7.654GiB,0.36
1735061274,monolith,147.73,3.931GiB,4GiB,98.27
1735061274,recommendations,19.51,96.62MiB,7.654GiB,1.23
1735061274,teasers,9.72,106.2MiB,7.654GiB,1.36
1735061274,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061274,discovery,1.20,28.46MiB,7.654GiB,0.36
1735061276,monolith,108.62,3.931GiB,4GiB,98.28
1735061276,recommendations,8.59,96.51MiB,7.654GiB,1.23
1735061276,teasers,8.71,107.2MiB,7.654GiB,1.37
1735061276,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061276,discovery,1.04,28.58MiB,7.654GiB,0.36
1735061278,monolith,106.62,3.976GiB,4GiB,99.41
1735061278,recommendations,9.74,96.76MiB,7.654GiB,1.23
1735061278,teasers,12.34,106.4MiB,7.654GiB,1.36
1735061278,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061278,discovery,0.80,28.69MiB,7.654GiB,0.37
1735061280,monolith,105.72,3.973GiB,4GiB,99.31
1735061280,recommendations,8.35,96.52MiB,7.654GiB,1.23
1735061280,teasers,7.65,106.4MiB,7.654GiB,1.36
1735061280,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061280,discovery,0.70,28.8MiB,7.654GiB,0.37
1735061282,monolith,118.23,3.973GiB,4GiB,99.32
1735061282,recommendations,4.18,96.44MiB,7.654GiB,1.23
1735061282,teasers,3.65,106.4MiB,7.654GiB,1.36
1735061282,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061282,discovery,0.47,28.71MiB,7.654GiB,0.37
1735061284,monolith,100.45,3.973GiB,4GiB,99.32
1735061284,recommendations,0.02,96.44MiB,7.654GiB,1.23
1735061284,teasers,0.02,106.4MiB,7.654GiB,1.36
1735061284,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061284,discovery,0.00,28.72MiB,7.654GiB,0.37
1735061287,monolith,103.97,3.973GiB,4GiB,99.32
1735061287,recommendations,0.01,96.44MiB,7.654GiB,1.23
1735061287,teasers,0.01,106.4MiB,7.654GiB,1.36
1735061287,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061287,discovery,0.00,28.72MiB,7.654GiB,0.37
1735061289,monolith,100.23,3.973GiB,4GiB,99.33
1735061289,recommendations,8.72,51.64MiB,7.654GiB,0.66
1735061289,teasers,4.84,61.71MiB,7.654GiB,0.79
1735061289,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061289,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061291,monolith,101.96,3.974GiB,4GiB,99.34
1735061291,recommendations,0.00,51.5MiB,7.654GiB,0.66
1735061291,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061291,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061291,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061293,monolith,100.19,3.973GiB,4GiB,99.33
1735061293,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061293,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061293,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061293,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061295,monolith,105.12,3.98GiB,4GiB,99.51
1735061295,recommendations,0.20,51.49MiB,7.654GiB,0.66
1735061295,teasers,0.02,61.7MiB,7.654GiB,0.79
1735061295,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061295,discovery,0.35,28.71MiB,7.654GiB,0.37
1735061297,monolith,99.89,3.98GiB,4GiB,99.51
1735061297,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061297,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061297,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061297,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061299,monolith,102.59,3.986GiB,4GiB,99.66
1735061299,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061299,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061299,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061299,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061301,monolith,100.35,3.991GiB,4GiB,99.77
1735061301,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061301,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061301,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061301,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061303,monolith,99.95,3.991GiB,4GiB,99.77
1735061303,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061303,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061303,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061303,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061305,monolith,100.30,3.864GiB,4GiB,96.61
1735061305,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061305,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061305,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061305,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061307,monolith,100.23,3.864GiB,4GiB,96.61
1735061307,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061307,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061307,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061307,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061309,monolith,101.13,3.865GiB,4GiB,96.62
1735061309,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061309,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061309,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061309,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061311,monolith,100.30,3.863GiB,4GiB,96.58
1735061311,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061311,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061311,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061311,discovery,0.00,28.71MiB,7.654GiB,0.37
1735061313,monolith,111.95,3.877GiB,4GiB,96.93
1735061313,recommendations,0.00,51.49MiB,7.654GiB,0.66
1735061313,teasers,0.00,61.7MiB,7.654GiB,0.79
1735061313,cdn,0.00,17.88MiB,7.654GiB,0.23
1735061313,discovery,0.00,28.71MiB,7.654GiB,0.37
